monotonic,timestamp,url,flag,prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8
929841524,1190146243.535,http://en.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://en.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929841523,1190146243.534,http://pt.wikipedia.org/skins-1.5/common/images/magnify-clip.png,-,http://pt.wikipedia.org,skins-1.5,common,images,magnify-clip.png,,,
929841525,1190146243.541,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841526,1190146243.521,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929841527,1190146243.544,http://en.wikinews.org/w/wiki.phtml?title=Special:Recentchanges&feed=rss,-,http://en.wikinews.org,w,wiki.phtml?title=Special:Recentchanges&feed=rss,,,,,
929841529,1190146243.532,http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Francois_assise_tristan.jpg/200px-Francois_assise_tristan.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,22,Francois_assise_tristan.jpg,200px-Francois_assise_tristan.jpg
929841531,1190146243.515,http://fr.wiktionary.org/skins-1.5/common/IEFixes.js?99,-,http://fr.wiktionary.org,skins-1.5,common,IEFixes.js?99,,,,
929841528,1190146243.663,http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Tyne_Bridge_-_Newcastle_Upon_Tyne_-_England_-_2004-08-14.jpg/180px-Tyne_Bridge_-_Newcastle_Upon_Tyne_-_England_-_2004-08-14.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,03,Tyne_Bridge_-_Newcastle_Upon_Tyne_-_England_-_2004-08-14.jpg,180px-Tyne_Bridge_-_Newcastle_Upon_Tyne_-_England_-_2004-08-14.jpg
929841533,1190146243.653,http://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Le_Toru_Du_MOnde.jpg/200px-Le_Toru_Du_MOnde.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,25,Le_Toru_Du_MOnde.jpg,200px-Le_Toru_Du_MOnde.jpg
929841534,1190146243.517,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Crystal_Clear_app_lsongs.png/50px-Crystal_Clear_app_lsongs.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,0a,Crystal_Clear_app_lsongs.png,50px-Crystal_Clear_app_lsongs.png
929841536,1190146243.55,http://upload.wikimedia.org/wikipedia/commons/7/74/Wikipedia-logo-es.png,-,http://upload.wikimedia.org,wikipedia,commons,7,74,Wikipedia-logo-es.png,,
929841530,1190146243.516,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Italy_%281861-1946%29_crowned.svg/22px-Flag_of_Italy_%281861-1946%29_crowned.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,0d,Flag_of_Italy_%281861-1946%29_crowned.svg,22px-Flag_of_Italy_%281861-1946%29_crowned.svg.png
929841532,1190146243.523,"http://pl.wikipedia.org/wiki/Geografia%20Irlandii%20-%20Wikipedia,%20wolna%20encyklopedia_pliki/index.css",-,http://pl.wikipedia.org,wiki,"Geografia%20Irlandii%20-%20Wikipedia,%20wolna%20encyklopedia_pliki",index.css,,,,
929841535,1190146243.536,http://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Panam2.JPG/350px-Panam2.JPG,-,http://upload.wikimedia.org,wikipedia,en,thumb,1,1c,Panam2.JPG,350px-Panam2.JPG
929841538,1190146243.52,http://de.wikipedia.org/wiki/Bill_Cosby,-,http://de.wikipedia.org,wiki,Bill_Cosby,,,,,
929841537,1190146243.519,http://upload.wikimedia.org/wikipedia/en/thumb/7/76/Foreigner_-_Double_Vision.jpg/200px-Foreigner_-_Double_Vision.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,7,76,Foreigner_-_Double_Vision.jpg,200px-Foreigner_-_Double_Vision.jpg
929841539,1190146243.545,http://en.wikipedia.org/skins-1.5/monobook/headbg.jpg,-,http://en.wikipedia.org,skins-1.5,monobook,headbg.jpg,,,,
929841541,1190146243.537,http://upload.wikimedia.org/wikipedia/en/7/70/85gamlogo.JPG,-,http://upload.wikimedia.org,wikipedia,en,7,70,85gamlogo.JPG,,
929841540,1190146243.521,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/22px-Flag_of_Egypt.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,fe,Flag_of_Egypt.svg,22px-Flag_of_Egypt.svg.png
929841542,1190146243.538,http://upload.wikimedia.org/wikipedia/meta/b/ba/Bookshelf-40x20.png,-,http://upload.wikimedia.org,wikipedia,meta,b,ba,Bookshelf-40x20.png,,
929841543,1190146243.527,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Plant_cell_structure_svg.svg/251px-Plant_cell_structure_svg.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,ae,Plant_cell_structure_svg.svg,251px-Plant_cell_structure_svg.svg.png
929841544,1190146243.527,http://upload.wikimedia.org/wikipedia/en/7/7d/Indian_Cuisine_Title.jpg,-,http://upload.wikimedia.org,wikipedia,en,7,7d,Indian_Cuisine_Title.jpg,,
929841545,1190146243.523,http://nl.wikipedia.org/skins-1.5/monobook/IE70Fixes.css?90,-,http://nl.wikipedia.org,skins-1.5,monobook,IE70Fixes.css?90,,,,
929841546,1190146243.519,http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/22px-Flag_of_Colombia.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,21,Flag_of_Colombia.svg,22px-Flag_of_Colombia.svg.png
929841548,1190146243.529,http://upload.wikimedia.org/wikipedia/it/9/96/Gunnar_Gren.jpg,-,http://upload.wikimedia.org,wikipedia,it,9,96,Gunnar_Gren.jpg,,
929841547,1190146243.546,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Varanus_komodoensis3.ogg/mid-Varanus_komodoensis3.ogg.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,cd,Varanus_komodoensis3.ogg,mid-Varanus_komodoensis3.ogg.jpg
929841551,1190146243.544,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929841549,1190146243.522,http://en.wikipedia.org/wiki/,-,http://en.wikipedia.org,wiki,,,,,,
929841550,1190146243.541,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929841552,1190146243.543,http://es.wikipedia.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://es.wikipedia.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929841553,1190146243.517,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841554,1190146243.531,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Wikipedia_Great_Dane_Sultan.jpg/120px-Wikipedia_Great_Dane_Sultan.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,e,e5,Wikipedia_Great_Dane_Sultan.jpg,120px-Wikipedia_Great_Dane_Sultan.jpg
929841555,1190146243.549,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841556,1190146243.531,http://de.wikipedia.org/w/index.php?title=MediaWiki:Pagecounter.js&action=raw&ctype=text/javascript&dontcountme=s&smaxage=3600,-,http://de.wikipedia.org,w,index.php?title=MediaWiki:Pagecounter.js&action=raw&ctype=text,javascript&dontcountme=s&smaxage=3600,,,,
929841557,1190146243.547,http://upload.wikimedia.org/wikipedia/en/thumb/2/23/Fires_yellowstone.jpg/180px-Fires_yellowstone.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,2,23,Fires_yellowstone.jpg,180px-Fires_yellowstone.jpg
929841558,1190146243.549,http://es.wikipedia.org/w/index.php?title=MediaWiki:NavigationBar.js&action=raw&smaxage=3600&ctype=text/javascript&dontcountme=s,-,http://es.wikipedia.org,w,index.php?title=MediaWiki:NavigationBar.js&action=raw&smaxage=3600&ctype=text,javascript&dontcountme=s,,,,
929841559,1190146243.527,http://es.wikipedia.org/skins-1.5/monobook/Opera7Fixes.css,-,http://es.wikipedia.org,skins-1.5,monobook,Opera7Fixes.css,,,,
929841561,1190146243.531,http://es.wikipedia.org/skins-1.5/monobook/IE60Fixes.css?99,-,http://es.wikipedia.org,skins-1.5,monobook,IE60Fixes.css?99,,,,
929841560,1190146243.524,http://meta.wikimedia.org/w/index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text/javascript&smaxage=21600&maxage=86400,-,http://meta.wikimedia.org,w,index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text,javascript&smaxage=21600&maxage=86400,,,,
929841562,1190146243.55,http://es.wikipedia.org/w/index.php?title=MediaWiki:Wikimediaplayer.js&action=raw&ctype=text/javascript&dontcountme=s&smaxage=3600,-,http://es.wikipedia.org,w,index.php?title=MediaWiki:Wikimediaplayer.js&action=raw&ctype=text,javascript&dontcountme=s&smaxage=3600,,,,
929841563,1190146243.532,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Vw_derby_2_v_sst.jpg/100px-Vw_derby_2_v_sst.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,cf,Vw_derby_2_v_sst.jpg,100px-Vw_derby_2_v_sst.jpg
929841568,1190146243.524,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Palaciodecristalporto.jpg/220px-Palaciodecristalporto.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,a8,Palaciodecristalporto.jpg,220px-Palaciodecristalporto.jpg
929841564,1190146243.543,http://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,-,http://en.wikipedia.org,wiki,Newark_Liberty_International_Airport,,,,,
929841565,1190146243.545,http://commons.wikimedia.org/w/index.php?title=MediaWiki:ResizeGalleries.js&action=raw&ctype=text/javascript,-,http://commons.wikimedia.org,w,index.php?title=MediaWiki:ResizeGalleries.js&action=raw&ctype=text,javascript,,,,
929841566,1190146243.552,http://en.wikipedia.org/favicon.ico,-,http://en.wikipedia.org,favicon.ico,,,,,,
929841569,1190146243.553,http://en.wikipedia.org/skins-1.5/monobook/headbg.jpg,-,http://en.wikipedia.org,skins-1.5,monobook,headbg.jpg,,,,
929841567,1190146243.53,http://de.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://de.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929841572,1190146243.695,http://csb.wikipedia.org/skins-1.5/common/shared.css?99,-,http://csb.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841571,1190146243.552,http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Mozambique_n2.jpg/280px-Mozambique_n2.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,16,Mozambique_n2.jpg,280px-Mozambique_n2.jpg
929841575,1190146243.529,http://fi.wikipedia.org/w/index.php?title=-&action=raw&smaxage=0&gen=js&useskin=monobook,-,http://fi.wikipedia.org,w,index.php?title=-&action=raw&smaxage=0&gen=js&useskin=monobook,,,,,
929841570,1190146243.531,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841574,1190146243.532,http://upload.wikimedia.org/wikipedia/fr/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,fr,b,bc,Wiki.png,,
929841576,1190146243.538,http://de.wikipedia.org/wiki/Klaus_Wabra,-,http://de.wikipedia.org,wiki,Klaus_Wabra,,,,,
929841573,1190146243.557,http://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Into-the-wild.jpg/200px-Into-the-wild.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,8,8a,Into-the-wild.jpg,200px-Into-the-wild.jpg
929841577,1190146243.556,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/P_vip.png/25px-P_vip.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,2c,P_vip.png,25px-P_vip.png
929841578,1190146243.552,http://de.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://de.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841579,1190146243.546,http://en.wikipedia.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://en.wikipedia.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929841581,1190146243.54,http://upload.wikimedia.org/wikipedia/en/d/dd/LocationScotland.png,-,http://upload.wikimedia.org,wikipedia,en,d,dd,LocationScotland.png,,
929841580,1190146243.568,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Wiktionary-logo-en.png/50px-Wiktionary-logo-en.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b4,Wiktionary-logo-en.png,50px-Wiktionary-logo-en.png
929841582,1190146243.534,http://en.wikipedia.org/skins-1.5/monobook/user.gif,-,http://en.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929841583,1190146243.537,http://de.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://de.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929841584,1190146243.531,http://upload.wikimedia.org/math/a/1/7/a1791410ec38d050b7d89d4862fadbb2.png,-,http://upload.wikimedia.org,math,a,1,7,a1791410ec38d050b7d89d4862fadbb2.png,,
929841585,1190146243.54,http://upload.wikimedia.org/wikipedia/pl/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,pl,b,bc,Wiki.png,,
929841587,1190146243.535,http://en.wikipedia.org/wiki/Special:Search?search=&go=Go,-,http://en.wikipedia.org,wiki,Special:Search?search=&go=Go,,,,,
929841588,1190146243.559,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841589,1190146243.541,http://upload.wikimedia.org/wikipedia/commons/thumb/5/58/TulpenbaumG%C3%B6bo.jpg/90px-TulpenbaumG%C3%B6bo.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,58,TulpenbaumG%C3%B6bo.jpg,90px-TulpenbaumG%C3%B6bo.jpg
929841586,1190146243.534,http://es.wikipedia.org/w/index.php?title=MediaWiki:Edittools.js&action=raw&smaxage=3600&ctype=text/javascript&dontcountme=s,-,http://es.wikipedia.org,w,index.php?title=MediaWiki:Edittools.js&action=raw&smaxage=3600&ctype=text,javascript&dontcountme=s,,,,
929841590,1190146243.568,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/25px-Flag_of_the_United_States.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,a4,Flag_of_the_United_States.svg,25px-Flag_of_the_United_States.svg.png
929841591,1190146243.56,http://es.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://es.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841593,1190146243.556,http://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Flag_of_England.svg/30px-Flag_of_England.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,be,Flag_of_England.svg,30px-Flag_of_England.svg.png
929841592,1190146243.55,http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/COA_of_Greece.svg/116px-COA_of_Greece.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,55,COA_of_Greece.svg,116px-COA_of_Greece.svg.png
929841596,1190146243.537,http://fr.wikipedia.org/skins-1.5/common/shared.css?99,-,http://fr.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841595,1190146243.57,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Japanesesuicide.jpg/180px-Japanesesuicide.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,7,7f,Japanesesuicide.jpg,180px-Japanesesuicide.jpg
929841594,1190146243.538,http://de.wikipedia.org/wiki/Spezial:Suche?search=%C3%BCbergesetzlicher+Notstand&go=Artikel,-,http://de.wikipedia.org,wiki,Spezial:Suche?search=%C3%BCbergesetzlicher+Notstand&go=Artikel,,,,,
929841598,1190146243.559,http://en.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841604,1190146243.561,http://upload.wikimedia.org/wikipedia/en/8/80/BadReligionAgainstTheGrain.jpg,-,http://upload.wikimedia.org,wikipedia,en,8,80,BadReligionAgainstTheGrain.jpg,,
929841597,1190146243.571,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929841599,1190146243.574,http://upload.wikimedia.org/wikipedia/commons/5/5d/Checker-16x16.png,-,http://upload.wikimedia.org,wikipedia,commons,5,5d,Checker-16x16.png,,
929841600,1190146243.56,http://en.wikipedia.org/w/index.php?title=Portal:Current_events/2007_January_7&action=history&feed=atom,-,http://en.wikipedia.org,w,index.php?title=Portal:Current_events,2007_January_7&action=history&feed=atom,,,,
929841602,1190146243.56,http://en.wikipedia.org/favicon.ico,-,http://en.wikipedia.org,favicon.ico,,,,,,
929841601,1190146243.544,http://commons.wikimedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://commons.wikimedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929841605,1190146243.541,http://www.wikimedia.org/favicon.ico,-,http://www.wikimedia.org,favicon.ico,,,,,,
929841606,1190146243.577,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841603,1190146243.562,http://en.wikipedia.org/skins-1.5/monobook/external.png,-,http://en.wikipedia.org,skins-1.5,monobook,external.png,,,,
929841607,1190146243.543,http://de.wikipedia.org/wiki/Schnurrbart,-,http://de.wikipedia.org,wiki,Schnurrbart,,,,,
929841608,1190146243.537,http://en.wikipedia.org/skins-1.5/monobook/external.png,-,http://en.wikipedia.org,skins-1.5,monobook,external.png,,,,
929841610,1190146243.56,http://upload.wikimedia.org/wikipedia/commons/c/cc/Annafaris07.jpg,-,http://upload.wikimedia.org,wikipedia,commons,c,cc,Annafaris07.jpg,,
929841609,1190146243.563,http://en.wikipedia.org/skins-1.5/monobook/IE60Fixes.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,IE60Fixes.css?99,,,,
929841611,1190146243.565,http://www.wikipedia.com/,-,http://www.wikipedia.com,,,,,,,
929841612,1190146243.546,"http://en.wikipedia.org/style/monobook/null?""{",-,http://en.wikipedia.org,style,monobook,"null?""{",,,,
929841613,1190146243.552,http://www.wikipedia.org/search-redirect.php?search=Second+Sight&language=en&go=++%3E++&go=Go,-,http://www.wikipedia.org,search-redirect.php?search=Second+Sight&language=en&go=++%3E++&go=Go,,,,,,
929841614,1190146243.561,http://en.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841616,1190146243.572,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikiquote-logo.svg/23px-Wikiquote-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,fa,Wikiquote-logo.svg,23px-Wikiquote-logo.svg.png
929841615,1190146243.552,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Erioll_world.svg/18px-Erioll_world.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,9a,Erioll_world.svg,18px-Erioll_world.svg.png
929841619,1190146243.575,http://pt.wikipedia.org/skins-1.5/common/shared.css?99,-,http://pt.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841617,1190146243.563,http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Flag_of_Scotland.svg/30px-Flag_of_Scotland.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,10,Flag_of_Scotland.svg,30px-Flag_of_Scotland.svg.png
929841620,1190146243.543,http://pl.wikipedia.org/wiki/W%C5%82adca_much,-,http://pl.wikipedia.org,wiki,W%C5%82adca_much,,,,,
929841618,1190146243.546,http://fr.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://fr.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929841622,1190146243.544,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Flag_of_Slovakia.svg/22px-Flag_of_Slovakia.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,e,e6,Flag_of_Slovakia.svg,22px-Flag_of_Slovakia.svg.png
929841621,1190146243.541,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Gnome-speakernotes.png/30px-Gnome-speakernotes.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,a6,Gnome-speakernotes.png,30px-Gnome-speakernotes.png
929841624,1190146243.567,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Grand_Entry_Omaha.jpg/350px-Grand_Entry_Omaha.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,e,ec,Grand_Entry_Omaha.jpg,350px-Grand_Entry_Omaha.jpg
